"PK","CCR","HIERARCHY","INCIDENTTIME","INCIDENTLOCATION","CLEAREDFLAG","INCIDENTNEIGHBORHOOD","INCIDENTZONE","INCIDENTHIERARCHYDESC","OFFENSES","INCIDENTTRACT","COUNCIL_DISTRICT","PUBLIC_WORKS_DIVISION","X","Y"
3073232,19074080,26,"2019-04-21T02:06:00","1500 Block E Carson ST Pittsburgh, PA 15203","Y","South Side Flats","3","ALL OTHER OFFENSES(EXPT TRAFF)","601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks",1702,3,3,-79.9833100173741,40.4286928036566
2933814,17148924,16,"2017-08-07T18:42:00","Middle ST & Suismon ST Pittsburgh, PA 15212","Y","East Allegheny","1","PROSTITUTION RELATED OFFENSES","5902(a)(1) Prostitution  / 5902(a)(2) Prostitution - Loitering for purpose of",2304,1,1,-79.9996459990287,40.4553641588442
2936959,17157774,6,"2017-08-19T19:42:00","2400 Block Sidney ST Pittsburgh, PA 15203","N","South Side Flats","3","THEFT FROM AUTO","3934 Theft from Vehicle",1609,3,4,-79.9708960561444,40.4290291341454
3043194,18233279,11,"2018-11-23T17:00:00","600 Block Stanwix ST Pittsburgh, PA 15222","N","Central Business District","2","BAD CHECKS","3922 Theft by Deception. / 4105(a)(1) Bad Checks",201,NA,NA,0,0
2802804,16000454,10,"2016-01-01T15:30:00","1300 Block 5th AV Pittsburgh, PA 15219","N","Golden Triangle/Civic Arena","2","BOMB THREAT","2715 Threat to Use Weapons of Mass Destruction / 8105 CLASS 2 - Bomb Threat",201,6,3,-79.98814139,40.43846683
2086311,5028592,6,"2005-02-25T07:00:00","7700 Block KELLY ST PITTSBURGH, PA ","N","Homewood South","5","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",1304,9,2,-79.88849766,40.45342325
3053105,19008890,99,"2019-01-14T12:00:00","N Franklin ST & Manhattan ST Pittsburgh, PA ","N","Manchester","1",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",2107,6,1,-80.0269330867943,40.4558868085865
3070006,19064332,99,"2019-04-08T11:15:00","2000 Block Frankella AV Pittsburgh, PA 15221","Y","East Hills","5",NA,"9498 302 (Mental)",1306,9,2,-79.8704108138309,40.4517152089351
3086974,19121584,11,"2019-06-21T08:20:00","4600 Block Centre AV Pittsburgh, PA 15213","N","North Oakland","4","THEFT BY DECEPTION","3922 Theft by Deception.",507,6,3,-79.9519916893081,40.4519096523395
3028498,18185767,14,"2018-09-21T06:30:00","800 Block Portland ST Pittsburgh, PA 15206","N","Highland Park","5","CRIMINAL MISCHIEF (AUTO)","3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",1102,7,2,-79.92588231,40.47142064
2114427,5148565,6,"2005-08-03T21:10:00","1300 Block COMPLETE ST PITTSBURGH, PA ","N","Carrick","1","THEFT BICYCLES","3921 Theft by Unlawful Taking or Disposition.",2705,1,1,-80.03150728,40.47341253
3028222,18186369,99,"2018-09-21T21:19:00","2000 Block Lautner ST Pittsburgh, PA 15212","Y","Troy Hill","1",NA,"9497 Aided Case",2406,1,1,-79.97879727,40.46793284
3053519,19010801,15,"2019-01-17T07:54:00","900 Block Penn AV Pittsburgh, PA 15222","Y","Central Business District","2","CARRY WEAPONS ON SCHOOL PROP","912 Possession of Weapon on School Property.",201,6,6,-79.9980468769971,40.4436186700538
3076750,19085622,26,"2019-05-06T18:03:00","Mellon Square PK Pittsburgh, PA 15219","Y","Central Business District","2","ALL OTHER OFFENSES(EXPT TRAFF)","601.16 Public Urination And Defecation",201,6,6,-79.9974371258644,40.4409505469544
2997950,18091594,14,"2018-05-05T00:01:00","2600 Block Shadeland AV Pittsburgh, PA 15212","N","Marshall-Shadeland","1","CRIMINAL MISCHIEF","3304 Criminal Mischief.",2715,1,1,-80.02990806,40.46845775
2885802,17008362,6,"2017-01-08T21:00:00","7300 Block Kelly ST Pittsburgh, PA 15208","N","Homewood South","5","THEFT M.V. PARTS,ACCESSORIES","3934 Theft from Vehicle",1303,9,2,-79.894826159537,40.4548065683003
2849531,16146396,24,"2016-08-06T17:50:00","Point State Park Pittsburgh, PA 15219","Y","Bluff","2","DISORDERLY CONDUCT","5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING",103,NA,NA,0,0
3083775,19106478,26,"2019-06-02T12:19:00","400 Block Mt Pleasant RD Pittsburgh, PA 15214","N","Northview Heights","1","CRIMINAL TRESPASS","3503 Criminal Trespass",2609,1,1,-80.0019047608856,40.4798372205299
2974187,18017242,6,"2018-01-27T10:45:00","Commercial ST & Forward AV Pittsburgh, PA 15218","N","Squirrel Hill South","4","THEFT FROM AUTO","3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",1408,5,3,-79.90580664,40.42765213
3049915,18256006,6,"2018-12-30T20:30:00","700 Block General Robinson ST Pittsburgh, PA 15212","N","North Shore","1","THEFT FROM AUTO","4106 Access Device Fraud / 3934 Theft from Vehicle",2205,NA,NA,0,0
2969351,18004478,99,"2018-01-08T10:45:00","200 Block Robinson ST Pittsburgh, PA 15213","Y","West Oakland","4",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",402,6,3,-79.96533382,40.44047972
3080001,19094974,6,"2019-05-16T19:00:00","4600 Block Forbes AV Pittsburgh, PA 15213","N","Squirrel Hill North","4","THEFT BICYCLES","3921(a) Theft by Unlawful Taking or Disposition - Movable item",1401,NA,NA,0,0
3013261,18143069,18,"2018-07-26T21:15:00","Pioneer AV & Rossmore AV Pittsburgh, PA 15226","Y","Brookline","6","OPIUM/COCAINE/DERV-POSSESS","3111 Obedience to Traffic-Control Devices. / 13(a)(16) Possession of Controlled Substance",1919,4,5,-80.02276582,40.39804037
2134582,5226516,5,"2005-11-14T19:00:00","300 Block MCKEE PL PITTSBURGH, PA 15213","N","Central Oakland","4","BURGLARY/NO FORCE/RES","3502 Burglary.",405,3,3,-79.95771857,40.43830859
3043404,18231104,24,"2018-11-24T01:33:00","1500 Block E Carson ST Pittsburgh, PA 15203","Y","South Side Flats","3","DISORDERLY CONDUCT","3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING",1702,3,3,-79.9833100173741,40.4286928036566
2844975,16131223,99,"2016-07-15T03:44:00","7500 Block Thomas BL Pittsburgh, PA 15208","Y","Point Breeze North","4",NA,"9489 Found Property",1405,9,2,-79.89533743,40.45000813
3010753,18131435,99,"2018-07-11T10:00:00","1200 Block Western AV Pittsburgh, PA 15233","Y","Swisshelm Park","1",NA,"9999 Miscellaneous Report (No Crime)",1411,6,1,-80.02196847,40.45121772
2101681,5092613,14,"2005-05-27T09:48:00","800 Block IDLEWOOD PITTSBURGH, PA ","Y","East Carnegie","3","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",2805,2,5,-80.07529602,40.41548037
2898254,17042940,10,"2017-03-08T14:00:00","2200 Block East Hills DR Pittsburgh, PA 15221","N","East Hills","5","TERRORISTIC THREATS","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1306,9,2,-79.8730298776944,40.4538810931386
3073752,19077557,99,"2019-04-25T21:45:00","1000 Block Lincoln AV Pittsburgh, PA 15206","N","Homewood West","5",NA,"9999 Miscellaneous Report (No Crime)",1207,9,2,-79.9020257334746,40.4638788008815
2838573,16112065,99,"2016-06-17T12:00:00","300 Block S Main ST Pittsburgh, PA 15220","N","West End","6",NA,"9124 Drug Investigation",2019,7,2,-79.95794436,40.46737503
2841073,16115593,99,"2016-06-22T13:00:00","7300 Block Kelly ST Pittsburgh, PA 15208","Y","Homewood South","5",NA,"9501 Bench Warrant",1303,9,2,-79.89482616,40.45480657
2984297,18050331,10,"2018-03-18T01:23:00","2900 Block Mullins ST Pittsburgh, PA 15212","Y","Marshall-Shadeland","1","RESIST ARREST/OTHER LAW ENFORC","5104 Resisting Arrest or Other Law Enforcement. / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%",2715,1,1,-80.03189643,40.47040142
3007263,18119499,14,"2018-06-20T12:45:00","4900 Block Penn AV Pittsburgh, PA 15224","N","Bloomfield","5","CRIM MISCHIEF (GRAFFITI)","3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",809,7,2,-79.94487039,40.46495403
3090170,19117598,14,"2019-06-15T12:00:00","3900 Block Bigelow BL Pittsburgh, PA 15213","N","North Oakland","4","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",507,NA,NA,0,0
2889812,17018655,6,"2017-01-30T22:17:00","4300 Block Murray AV Pittsburgh, PA 15217","N","Greenfield","4","THEFT FROM AUTO","3934 Theft from Vehicle",1517,5,3,-79.9290581611956,40.4217706648274
2121467,5178381,10,"2005-09-10T04:16:00","200 Block EDMOND ST PITTSBURGH, PA ","Y","Bloomfield","5","SIMPLE ASSAULT/INJURY","2701 Simple Assault. / 2711 Domestic Violence / 4954 Protective Orders.",809,7,2,-79.94754987,40.46520812
2115923,5155795,6,"2005-08-12T02:40:00","200 Block FEDERAL ST PITTSBURGH, PA ","Y","North Shore","1","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",2205,1,6,-80.00396022,40.44841334
2839017,16110157,26,"2016-06-14T18:45:00","Negley Run BL & East Liberty BL Pittsburgh, PA 15206","Y","East Liberty","5","DRUG PARAPHERNALIA","13(a)(32) Paraphernalia - Use or Possession",1115,9,2,-79.91985627,40.46513113
2870927,16207403,6,"2016-11-03T08:00:00","Hancock ST & Ridgeway ST Pittsburgh, PA 15219","N","Upper Hill","2","MOTOR THEFT (AUTO)-PLATE ONLY","3921(a) Theft by Unlawful Taking or Disposition - Movable item",506,6,3,-79.96429247,40.45595486
2132775,5220536,3,"2005-11-06T11:35:00","CALVARY ST & HARLEM ST PITTSBURGH, PA ","N","Allentown","4","ROBBERY/HIGHWAY/GUN","3701 Robbery.",1503,5,3,-79.93325632,40.41858338
3052258,19006446,26,"2019-01-10T16:31:00","1400 Block Muldowney AV Pittsburgh, PA 15207","N","Lincoln Place","4","CRIMINAL TRESPASS","3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s)",3102,5,3,-79.9133324592229,40.3684287399287
2873552,16217074,18,"2016-11-18T10:15:00","Webster AV & Francis ST Pittsburgh, PA 15219","Y","Middle Hill","2","OPIUM/COCAINE/DERV(SALE/MFG)","4303 General Lighting Requirements. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance",501,6,3,-79.96975361,40.45079362
2083796,5021145,18,"2005-02-10T22:07:00","400 Block MT PLEASANT RD PITTSBURGH, PA ","Y","Northview Heights","1","OPIUM/COCAINE/DERV-POSSESS","13(a)(16) Possession of Controlled Substance",2609,1,1,-80.00190144,40.47982925
3021684,18167285,23,"2018-08-28T19:07:00","College AV & Tay WY Pittsburgh, PA 15232","Y","Shadyside","4","PUBLIC DRUNKENESS","5505 Public Drunkenness / 601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks",705,8,2,-79.92956719,40.45771369
3044234,18234871,99,"2018-11-29T15:30:00","S 6th ST & Bingham ST Pittsburgh, PA 15203","N","South Side Flats","3",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1702,3,3,-79.9936346226734,40.4293585475718
2837545,16106573,17,"2016-06-09T02:00:00","Zone 3","N","","3","AGGRAVATED INDECENT ASSAULT UNCONSCIOUS","3124.1 Sexual Assault",NA,NA,NA,NA,NA
2910171,17075914,99,"2017-04-27T02:00:00","Sarah ST & Enon WY Pittsburgh, PA 15203","Y","South Side Flats","3",NA,"9999 Miscellaneous Report (No Crime)",1702,3,4,-79.9858379581667,40.427655050461
3030864,18196108,99,"2018-10-04T13:25:00","Tennyson AV & 5th AV Pittsburgh, PA 15213","N","North Oakland","4",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",403,8,3,-79.95317726,40.44558182
2818939,16050556,6,"2016-03-21T08:30:00","Bingham ST & S 6th ST Pittsburgh, PA 15203","N","South Side Flats","3","THEFT FROM AUTO","3304 Criminal Mischief. / 3934 Theft from Vehicle",1702,3,4,-79.99363131,40.42935058
3030082,18191274,99,"2018-09-28T11:17:00","1300 Block Diana ST Pittsburgh, PA 15212","N","Spring Hill-City View","1",NA,"9123 Miscellaneous Fire Other Investigation to Continue",2620,NA,NA,0,0
3009349,18127361,24,"2018-07-05T00:01:00","200 Block Stanwix ST Pittsburgh, PA 15222","N","Central Business District","2","HARRASSMENT BY COMUN/ADDRESS","2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner",201,6,6,-80.00488341,40.43983159
3069127,19059375,11,"2019-02-23T00:01:00","700 Block Mercer ST Pittsburgh, PA 15219","N","Crawford-Roberts","2","CREDIT CARDS","4106 Access Device Fraud",305,NA,NA,0,0
2929286,17135993,10,"2017-07-20T18:17:00","300 Block Steuben ST & Chartiers AV Pittsburgh, PA 15220","Y","Elliott","6","TERRORISTIC THREATS","2702 Aggravated Assault. / 2706 Terroristic Threats. / 4904 Unsworn Falsification to Authorities. / 5104 Resisting Arrest or Other Law Enforcement. / 5503 Disorderly Conduct. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3714 Careless Driving",2020,NA,NA,0,0
2932967,17146218,18,"2017-08-03T19:24:00","Liberty BRDG & P J Mc Ardle RDWY Pittsburgh, PA 15203","Y","South Side Slopes","3","OPIUM/COCAINE/DERV-POSSESS","13(a)(16) Possession of Controlled Substance / 3736 Reckless Driving / 3802(d)(2) DUI - Drug - Impaired Ability",1706,NA,NA,0,0
2868825,16204168,26,"2016-10-29T17:15:00","2000 Block Wyandotte ST Pittsburgh, PA 15219","Y","Crawford-Roberts","2","DRUG PARAPHERNALIA","13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant",305,6,3,-79.97746711,40.43822449
2130654,5214072,17,"2005-10-28T20:55:00","Zone 3","N","","3","INDECENT ASSAULT","3126 Indecent Assault. / 3127 Indecent Exposure.",NA,NA,NA,NA,NA
2918524,17101708,6,"2017-06-03T15:02:00","1400 Block Locust ST Pittsburgh, PA 15219","N","Bluff","2","THEFT FROM BUILDING","3921 Theft by Unlawful Taking or Disposition.",103,6,3,-79.9854553851931,40.436036005234
3017746,18153445,99,"2018-08-09T00:05:00","Brushton AV & Frankstown AV Pittsburgh, PA 15221","N","Homewood South","5",NA,"1786 Required Financial Responsibility.",1304,9,2,-79.88809639,40.45553444
2988863,18062987,6,"2018-04-05T10:30:00","2300 Block Sherbrook ST Pittsburgh, PA 15217","N","Squirrel Hill South","4","THEFT FROM AUTO","3934 Theft from Vehicle",1408,5,3,-79.92170208,40.43146467
2989086,18063490,99,"2018-04-05T16:01:00","300 Block S Pacific AV Pittsburgh, PA 15224","N","Bloomfield","5",NA,"2701(b)(2) Simple Assault -  Child Under 12 / Adult 21 Or Older",806,7,2,-79.94066638,40.46199625
2136857,5233034,10,"2005-11-25T07:35:00","200 Block BALDWIN RD PITTSBURGH, PA ","Y","Hays","4","SIMPLE ASSAULT/INJURY","2701 Simple Assault.",3101,5,3,-79.9334362,40.39266285
3024623,18171858,14,"2018-09-03T12:30:00","Fisher ST & Mountain AV Pittsburgh, PA 15210","N","St. Clair","3","CRIMINAL MISCHIEF","3304 Criminal Mischief.",1606,3,3,-79.97724361,40.4115213
2877457,16224808,99,"2016-12-01T16:30:00","2900 Block Penn AV Pittsburgh, PA 15201","N","Strip District","2",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",203,7,6,-79.97410865,40.4578257
2912724,17070312,14,"2017-04-19T08:45:00","1500 Block Fernleaf ST Pittsburgh, PA 15210","N","South Side Slopes","3","CRIMINAL MISCHIEF","3304 Criminal Mischief.",1608,3,4,-79.975956393829,40.4183797174376
2964050,17241942,15,"2017-12-16T19:00:00","1500 Block E Carson ST Pittsburgh, PA 15203","Y","South Side Flats","3","WEAPONS-CARRY/POS-OTHER","607.07 Carrying Fascimiles of Firearms Prohibited",1702,3,4,-79.9833067062384,40.4286848326994
2916810,17098105,6,"2017-05-29T15:30:00","8200 Block Nimick PL Pittsburgh, PA 15221","N","East Hills","5","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",1306,9,2,-79.8808297332829,40.4505278993711
2103737,5099990,10,"2005-06-05T11:20:00","50 Block CALHOUN ST PITTSBURGH, PA 15210","Y","Carrick","3","SIMPLE ASSAULT/INJURY","901 Criminal Attempt / 2702 Aggravated Assault.",2902,4,4,-79.991226,40.40638995
2963129,17235735,6,"2017-12-07T12:55:00","Bartlett RD & Panther Hollow RD Pittsburgh, PA 15217","N","Squirrel Hill South","4","THEFT FROM AUTO","3304 Criminal Mischief. / 3934 Theft from Vehicle",1413,5,3,-79.9365171662638,40.4328481509798
2098795,5080817,6,"2005-05-12T00:31:00","0 Block STATION SQ DR PITTSBURGH, PA ","N","Bloomfield","3","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",1902,NA,NA,0,0
3050739,19001067,14,"2018-12-31T16:00:00","100 Block Oakland AV Pittsburgh, PA 15213","N","Central Oakland","4","CRIMINAL MISCHIEF","3304 Criminal Mischief.",405,3,3,-79.9578262481479,40.4422025627084
2921130,17109931,21,"2017-06-15T00:12:00","Brownsville RD & Wynoka ST Pittsburgh, PA 15210","Y","Carrick","3","DRIVING UNDER INFLUENCE","3353 Prohibitions in Specified Places. / 3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%",2901,4,4,-79.9912617059423,40.4056926615945
2838765,16109451,99,"2016-06-13T18:00:00","600 Block Hillsboro ST Pittsburgh, PA 15204","N","Sheraden","6",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",2018,2,5,-80.05278859,40.45382839
2118464,5167187,10,"2005-08-25T16:40:00","300 Block E NORTH AV PITTSBURGH, PA ","Y","Homewood West","1","HARRASSMENT/THREAT/ATTEMPT/PHY","2709 Harassment (Non-Specific)",2203,1,1,-80.00964027,40.45494869
3054376,19016675,26,"2019-01-26T12:30:00","600 Block Wenzell AV Pittsburgh, PA 15216","N","Beechview","6","PROTECTIVE ORDERS","9093 Indirect Criminal Contempt",1920,2,5,-80.0334289706049,40.4040559957993
3063254,19040511,11,"2019-03-02T16:25:00","1900 Block E Carson ST Pittsburgh, PA 15203","Y","South Side Flats","3","CREDIT CARDS","3921 Theft by Unlawful Taking or Disposition. / 3922 Theft by Deception. / 3925 Receiving Stolen Property. / 4106 Access Device Fraud / 13(a)(31) Marijuana: Possession Small Amount",1702,3,3,-79.9789683022639,40.4284737765024
2817087,16045401,99,"2016-03-13T09:55:00","Ellsworth AV & S Highland AV Pittsburgh, PA 15232","Y","Shadyside","4",NA,"9489 Found Property",705,8,2,-79.92510894,40.45889689
2830954,16089570,6,"2016-05-16T08:36:00","400 Block Johnston AV Pittsburgh, PA 15207","N","Hazelwood","4","THEFT FROM AUTO","3934 Theft from Vehicle",1515,5,3,-79.9380722,40.40556314
2961362,17221212,99,"2017-11-15T09:05:00","1000 Block PERALTA ST PITTSBURGH, PA 15212","N","East Allegheny","1",NA,"2701 Simple Assault.",2304,1,1,-79.9935903554436,40.4561114543898
2096602,5071494,5,"2005-04-29T10:30:00","5800 Block DARLINGTON RD PITTSBURGH, PA ","N","Squirrel Hill South","4","BURGLARY/NO FORCE/RES","3502 Burglary.",1408,5,3,-79.92281243,40.4369238
2078209,5010824,7,"2005-01-21T13:30:00","EAST CIRCUT RD PITTSBURGH, PA ","N","Westwood","4","MTR VEH THEFT (AUTO)","3921 Theft by Unlawful Taking or Disposition.",1407,NA,NA,0,0
3091708,19133800,99,"2019-07-07T01:05:00","E Carson ST & S 15th ST Pittsburgh, PA 15203","Y","South Side Flats","3",NA,"9489 Found Property",1702,3,3,-79.9834282365531,40.4288231401582
3085163,19111731,99,"2019-06-09T01:20:00","Lorenz AV & Valier WY Pittsburgh, PA 15220","Y","Elliott","6",NA,"1501 Drivers Required to be Licensed. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals. / 3361  Driving Vehicle at Safe Speed. / 3714 Careless Driving",2020,2,5,-80.0402468785858,40.4442391997367
2990838,18070372,10,"2018-04-13T12:00:00","200 Block E Elizabeth ST Pittsburgh, PA 15207","N","Hazelwood","4","HARRASSMENT/THREAT/ATTEMPT/PHY","2709(a)(3) Harassment No Legitimate Purpose",1515,5,3,-79.94136473,40.40718366
2854930,16162860,4,"2016-08-29T23:45:00","900 Block James ST Pittsburgh, PA 15212","Y","East Allegheny","1","AGG ASSAULT/OTHER/INJURY","2702 Aggravated Assault.",2304,1,1,-80.0010591,40.45510904
2997062,18090833,14,"2018-05-14T10:00:00","1600 Block Belhurst AV Pittsburgh, PA 15204","N","Windgap","6","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",2807,2,5,-80.07683762,40.457648
3006364,18122446,6,"2018-06-27T14:46:00","2500 Block Banksville RD Pittsburgh, PA 15216","N","Banksville","6","RETAIL THEFT (SHOPLIFTING)","3929 Retail Theft.",2023,2,5,-80.03424066,40.40698028
2926276,17125277,26,"2017-07-05T20:11:00","300 Block Millbridge ST Pittsburgh, PA 15210","Y","Allentown","3","FALSE RPT LAW ENFORCE AUTH","13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 3503 Criminal Trespass / 4914 False Identification to Law Enforcement Authorities",1803,3,4,-79.9959778038788,40.4198113443087
2136363,5234952,24,"2005-11-28T03:39:00","3100 Block CORDELL PL PITTSBURGH, PA ","N","Arlington Heights","3","HARRASSMENT BY COMUN/ADDRESS","2709 Harassment (Non-Specific)",1604,3,4,-79.96341784,40.41766931
2087124,5031995,11,"2005-03-06T14:00:00","1200 Block MONTEFREY ST PITTSBURGH, PA ","N","Windgap","1","CREDIT CARDS","4106 Access Device Fraud",2202,9,2,-79.89855708,40.47181795
2809994,16022759,18,"2016-02-06T21:13:00","400 Block North Shore DR Pittsburgh, PA 15212","Y","North Shore","1","OTHER DRUG/NON-NARC SALE/MFG","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30)* Delivery of Controlled Substance",2205,1,6,-80.01233658,40.44626305
2957220,17221618,26,"2017-11-15T22:10:00","Larimer AV & Station ST Pittsburgh, PA 15206","Y","East Liberty","5","CRIMINAL TRESPASS","3503 Criminal Trespass",1115,9,2,-79.919676804237,40.4619607709633
2105523,5110733,99,"2005-06-18T11:04:00","700 Block N AIKEN AV PITTSBURGH, PA ","N","Homewood South","5",NA,"9999 Miscellaneous Report (No Crime)",1104,9,2,-79.93175274,40.47155252
3024947,18174350,26,"2018-09-06T17:36:00","5000 Block Jordan WY Pittsburgh, PA 15224","Y","Garfield","5","CRIMINAL TRESPASS","3503(b.1) Criminal Trespass - Simple Trespasser",1017,9,2,-79.94361399,40.46700204
3052220,19006235,99,"2019-01-10T06:15:00","600 Block Forbes AV Pittsburgh, PA 15282","Y","Bluff","2",NA,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",103,6,3,-79.9936526271794,40.4378262127019
2129252,5219253,7,"2005-11-04T20:05:00","FORELAND &  PITTSBURGH, PA ","Y","West Oakland","1","MTR VEH THEFT (AUTO)","3921 Theft by Unlawful Taking or Disposition.",2301,NA,NA,0,0
2817372,16046935,99,"2016-03-15T19:00:00","900 Block Herschel ST Pittsburgh, PA 15220","N","Elliott","6",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",2020,2,5,-80.04372219,40.44093306
2952501,17202676,10,"2017-10-20T03:36:00","6500 Block Hamilton AV Pittsburgh, PA 15206","Y","Larimer","5","RESIST ARREST/OTHER LAW ENFORC","5104 Resisting Arrest or Other Law Enforcement. / 9501 Bench Warrant / 4304(a)(1) Enhanced Endangering Welfare of Children - Course of Conduct",1208,9,2,-79.9142624270936,40.4589844698299
2835808,16100751,5,"2016-06-01T03:00:00","1000 Block Hall ST Pittsburgh, PA 15212","N","Marshall-Shadeland","1","BURGLARY/NO FORCE/RES","3502 Burglary.",2715,1,1,-80.02724299,40.47762844
3092835,19140262,14,"2019-07-16T16:30:00","200 Block Reifert ST Pittsburgh, PA 15210","N","Knoxville","3","CRIMINAL MISCHIEF","3304 Criminal Mischief.",3001,3,5,-79.9921143140098,40.4081378138272
3031701,18197940,14,"2018-10-06T20:50:00","80 Block Norton WY Pittsburgh, PA 15211","N","Mount Washington","3","CRIMINAL MISCHIEF (AUTO)","3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",1914,2,5,-80.01064324,40.42587031
2967194,17241047,4,"2017-12-15T13:00:00","200 Block S Negley AV Pittsburgh, PA 15206","Y","East Liberty","5","AGG ASSAULT/STRONGARM/INJURY","2702 Aggravated Assault.",1115,9,2,-79.9301223565353,40.4645638945659
3002618,18105078,26,"2018-06-03T10:34:00","400 Block Garner CT Pittsburgh, PA 15213","N","Terrace Village","2","CRIMINAL TRESPASS","3503(a) Criminal Trespass",510,6,3,-79.96998314,40.44242622
3042306,18228052,11,"2018-11-18T16:00:00","2400 Block Park Hill DR Pittsburgh, PA ","N","East Hills","5","CREDIT CARDS","4106 Access Device Fraud",1306,9,2,-79.8738685039552,40.4558486470446
2091141,5048439,18,"2005-03-28T12:40:00","PAULSON AV & FRANKSTOWN AV PITTSBURGH, PA 15206","Y","Larimer","5","OPIUM/COCAINE/DERV-POSSESS","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession",1204,9,2,-79.91515988,40.46089453
2115287,5152374,11,"2005-08-03T08:00:00","5500 Block COVODE ST PITTSBURGH, PA ","N","Larimer","4","IDENTITY THEFT","4120 Identity Theft",1407,5,3,-79.93028224,40.43130062
2139268,5240556,11,"2005-11-28T16:00:00","1000 Block PROGRESS ST PITTSBURGH, PA ","Y","Brighton Heights","1","BAD CHECKS","3922 Theft by Deception. / 4105(a)(1) Bad Checks",2303,1,1,-79.9913026,40.45418074
3041266,18226678,6,"2018-11-17T02:33:00","40 Block Mt Oliver ST Pittsburgh, PA 15210","N","South Side Slopes","3","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition. / 9090 Recovered Firearm",1706,3,3,-79.98750151,40.42045835
2871052,16209498,24,"2016-11-06T12:00:00","1600 Block Jancey ST Pittsburgh, PA 15206","Y","Morningside","5","HARRASSMENT BY COMUN/ADDRESS","2709(a)(3) Harassment No Legitimate Purpose",1014,7,2,-79.92847499,40.48253196
2916143,17095883,10,"2017-05-26T06:44:00","2500 Block N Charles ST Pittsburgh, PA 15214","Y","Perry South","1","SIMPLE ASSAULT/INJURY","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",2615,6,1,-80.0188585816829,40.4669221690538
2996429,18085861,99,"2018-05-08T17:00:00","P J Mc Ardle RDWY & Liberty BRDG Pittsburgh, PA 15203","N","South Side Slopes","3",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",1706,3,5,-79.99926773,40.42914694
2991733,18075665,5,"2018-04-24T03:45:00","2300 Block Beechwood BL Pittsburgh, PA 15217","N","Squirrel Hill South","4","BURGLARY/FORCE ENT/NON-RES","3304 Criminal Mischief. / 3502 Burglary.",1408,5,3,-79.91419414,40.43349194
2936042,17156560,11,"2017-08-17T18:00:00","100 Block Washington PL Pittsburgh, PA 15219","N","Central Business District","2","IDENTITY THEFT","4120 Identity Theft",201,6,6,-79.9919558795305,40.4409633915477
