"","PK","CCR","HIERARCHY","INCIDENTTIME","INCIDENTLOCATION","CLEAREDFLAG","INCIDENTNEIGHBORHOOD","INCIDENTZONE","INCIDENTHIERARCHYDESC","OFFENSES","INCIDENTTRACT","COUNCIL_DISTRICT","PUBLIC_WORKS_DIVISION","X","Y"
"8593",2126432,5197132,99,"2005-10-04T20:03:00","3600 Block BRIGHTON RD PITTSBURGH, PA ","N","Brighton Heights","1",NA,"9017 Found Drugs / 9125 Possible  Stolen Car Recovered",2701,1,1,-80.03393689,40.48176171
"8594",3064629,19046061,26,"2019-03-11T10:29:00","6900 Block Kelly ST Pittsburgh, PA 15208","Y","Homewood West","5","ALL OTHER OFFENSES(EXPT TRAFF)","627.02(b)(i) Possessing a small amount of marijuana",1207,9,2,-79.9042703531247,40.4570626931039
"8595",2990808,18067830,99,"2018-04-12T20:40:00","Becks Run RD & Brownsville RD Pittsburgh, PA 15210","Y","Carrick","3",NA,"9999 Miscellaneous Report (No Crime)",2902,4,3,-79.98379849,40.38732442
"8596",2937304,17161297,99,"2017-08-24T13:14:00","500 Block Brookline BL Pittsburgh, PA 15226","Y","Brookline","6",NA,"9501 Bench Warrant",1918,4,4,-80.0235666562375,40.3956276358565
"8597",3034819,18213239,10,"2018-10-27T15:45:00","6900 Block Bennett ST Pittsburgh, PA 15208","N","Homewood West","5","SIMPLE ASSAULT/INJURY","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1207,9,2,-79.90433918,40.45804749
"8598",2876244,16200639,10,"2016-10-21T07:45:00","400 Block FLOWERS ST PITTSBURGH, PA 15207","Y","Squirrel Hill South","4","SIMPLE ASSAULT/NO INJURY","9999 (Misc. Crime)",1414,5,3,-79.93811937,40.41206503
"8599",3079721,19098244,99,"2019-05-22T19:30:00","53rd ST & Mc Candless ST Pittsburgh, PA 15201","N","Upper Lawrenceville","2",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",1011,9,2,-79.9469766420095,40.4781096577336
"8600",2089969,5044390,10,"2005-03-22T08:49:00","N HIGHLAND AV & BRYANT ST PITTSBURGH, PA ","Y","Highland Park","5","SIMPLE ASSAULT/INJURY","2701 Simple Assault. / 2711 Domestic Violence",1106,7,2,-79.91878612,40.47450207
"8601",2998502,18095863,99,"2018-05-16T16:00:00","100 Block Rhine PL Pittsburgh, PA 15212","N","Spring Hill-City View","1",NA,"2701 Simple Assault.",2620,1,1,-79.99409859,40.4667862
"8602",2948021,17189315,6,"2017-10-01T21:01:00","1500 Block Monterey ST Pittsburgh, PA 15212","N","Central North Side","1","THEFT FROM AUTO","3934 Theft from Vehicle",2503,6,1,-80.0134088967872,40.4572936942081
"8603",2985613,18055598,4,"2018-03-25T21:30:00","300 Block Halket ST Pittsburgh, PA 15213","Y","Central Oakland","4","AGG ASSAULT/STRONGARM/INJURY","2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",405,3,3,-79.96153972,40.43707805
"8604",2856107,16166272,99,"2016-09-03T12:33:00","1900 Block Murray AV Pittsburgh, PA 15217","N","Squirrel Hill South","4",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1408,5,3,-79.92306465,40.43587165
"8605",2876275,16224000,99,"2016-11-10T16:00:00","600 Block FILBERT ST PITTSBURGH, PA 15232","N","Shadyside","4",NA,"4304(a)(1) Endangering Welfare of Children.",703,8,2,-79.93418551,40.45321884
"8606",3035628,18213876,14,"2018-10-28T16:44:00","Warfield ST & Carpenter WY Pittsburgh, PA 15212","N","North Shore","1","CRIMINAL MISCHIEF (AUTO)","3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",2205,1,1,-79.99484719,40.45214162
"8607",2818239,16047686,24,"2016-03-16T19:56:00","60 Block Millbridge ST Pittsburgh, PA 15210","Y","Allentown","3","DISORDERLY CONDUCT","5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE",1803,3,4,-79.99599611,40.42239048
"8608",2938512,17164232,7,"2017-08-28T02:18:00","3300 Block Penn AV Pittsburgh, PA 15201","N","Lower Lawrenceville","2","MOTOR VEH THEFT/TRUCK-BUS","3921 Theft by Unlawful Taking or Disposition.",603,7,2,-79.9687030298069,40.4615591893592
"8609",3026030,18160789,99,"2018-08-12T12:00:00","1500 Block Grandview AV Pittsburgh, PA 15211","N","Duquesne Heights","3",NA,"2701 Simple Assault.",1911,2,5,-80.02197458,40.43972378
"8610",3073928,19078575,99,"2019-04-27T05:00:00","3700 Block Orpwood ST Pittsburgh, PA 15213","N","South Oakland","4",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",409,3,3,-79.9531712358102,40.4297991910132
"8611",2092636,5054560,17,"2005-04-06T00:08:00","Zone 2","Y","","2","OPEN LEWDNESS","5901 Open Lewdness. / 3503 Criminal Trespass",NA,NA,NA,NA,NA
"8612",2989312,18071642,10,"2018-04-18T09:35:00","500 Block Marshall AV Pittsburgh, PA 15214","Y","Perry South","1","SIMPLE ASSAULT/INJURY","2702 Aggravated Assault.",2615,6,1,-80.01677284,40.47101228
"8613",3085442,19113396,3,"2019-06-11T08:28:00","6000 Block Penn AV Pittsburgh, PA 15206","N","East Liberty","5","ROBBERY CHAIN STORE / OTHER","3701 Robbery.",1115,9,2,-79.9247104221077,40.4611889439979
"8614",3066604,19054073,6,"2019-03-23T13:20:00","1200 Block Brownsville RD Pittsburgh, PA 15210","Y","Carrick","3","RETAIL THEFT (SHOPLIFTING)","3929 Retail Theft. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION",2901,4,3,-79.9901999851368,40.4040717030521
"8615",2119285,5164119,6,"2005-07-30T13:00:00","1600 Block FALLOWFIELD AV PITTSBURGH, PA ","N","Homewood North","3","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",1907,4,5,-80.02396567,40.41047934
"8616",2092803,5055771,6,"2005-04-07T16:28:00","MARYLAND AV & WALNUT ST PITTSBURGH, PA ","N","Shadyside","4","THEFT FROM AUTO","3304 Criminal Mischief. / 3934 Theft from Vehicle",706,8,2,-79.92882061,40.45275185
"8617",2876569,16223042,3,"2016-11-28T21:00:00","200 Block N Highland AV Pittsburgh, PA 15206","Y","East Liberty","5","ROBBERY/HIGHWAY/STRONGARM","903 Criminal Conspiracy. / 3701 Robbery.",1115,8,2,-79.92543474,40.45853284
"8618",2899936,17048237,99,"2017-03-17T17:15:00","500 Block E North AV Pittsburgh, PA 15212","N","East Allegheny","1",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",2304,1,1,-80.0014872554293,40.4565723327474
"8619",3037797,18216309,11,"2018-10-29T00:01:00","1500 Block Reedsdale ST Pittsburgh, PA 15233","N","Chateau","1","THEFT BY DECEPTION","3922 Theft by Deception.",2108,6,1,-80.02753316,40.4499102
"8620",2918288,17100019,99,"2017-06-01T07:13:00","N Franklin ST & Oxline ST Pittsburgh, PA 15233","Y","Chateau","1",NA,"9125 Possible  Stolen Car Recovered",2108,6,1,-80.0340939223118,40.4545231114892
"8621",2822100,16058456,11,"2016-03-26T12:00:00","1000 Block Woodlow ST Pittsburgh, PA 15205","N","Crafton Heights","6","IDENTITY THEFT","4120 Identity Theft",2814,2,5,-80.05235169,40.44592617
"8622",3063695,19042553,17,"2019-03-05T04:00:00","Zone OSC","N","","OSC","SEXUAL ASSAULT","3121 Rape.",NA,NA,NA,NA,NA
"8623",2915454,17092828,11,"2017-05-20T17:30:00","200 Block 6th ST Pittsburgh, PA 15222","N","Central Business District","2","THEFT BY DECEPTION","3922 Theft by Deception.",201,6,6,-80.0022067932467,40.4426998342047
"8624",3030918,18194286,14,"2018-10-02T06:30:00","2100 Block Park Hill DR Pittsburgh, PA 15221","N","East Hills","5","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",1306,9,2,-79.87402468,40.45296064
"8625",2876942,16225963,6,"2016-12-03T10:00:00","2100 Block Wightman ST Pittsburgh, PA 15217","N","Squirrel Hill South","4","THEFT FROM AUTO","3304 Criminal Mischief. / 3934 Theft from Vehicle",1413,5,3,-79.92786326,40.43238115
"8626",3087114,19122014,99,"2019-06-22T11:35:00","600 Block Elm Spring CT Pittsburgh, PA 15216","N","Banksville","6",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",2023,2,5,-80.038354484954,40.4168931154768
"8627",2988922,18063137,21,"2018-04-06T02:30:00","Robinson ST & Wadsworth ST Pittsburgh, PA 15213","Y","Terrace Village","2","DRIVING UNDER INFLUENCE","3714 Careless Driving / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%",510,6,3,-79.96606295,40.44337717
"8628",2111720,5137363,10,"2005-07-20T16:15:00","HERRON & MILWAUKEE ST PITTSBURGH, PA ","N","Upper Hill","2","HARRASSMENT/THREAT/ATTEMPT/PHY","2709 Harassment (Non-Specific)",506,6,3,-79.96437732,40.45227105
"8629",2907078,17068322,14,"2017-04-16T03:16:00","1700 Block Sidney ST Pittsburgh, PA 15203","Y","South Side Flats","3","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief. / 3745 Accidents Involving Damage to Unattended Veh.or Prop.",1702,3,4,-79.9819125907396,40.4297075763354
"8630",2993209,18079525,99,"2018-04-29T18:27:00","100 Block Virginia AV Pittsburgh, PA 15211","N","Mount Washington","3",NA,"3714 Careless Driving / 3745 Accidents Involving Damage to Unattended Veh.or Prop.",1914,2,5,-80.00733147,40.4295302
"8631",2115867,5155951,99,"2005-08-13T10:44:00","4000 Block BEECHWOOD BL PITTSBURGH, PA ","N","Knoxville","4",NA,"9496 Dead on Arrival (DOA)",1507,5,3,-79.93698537,40.42721467
"8632",2139663,5246175,99,"2005-12-16T06:40:00","1600 Block BLVD OF ALLIES BL PITTSBURGH, PA ","N","Homewood West","2",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",102,NA,NA,0,0
"8633",2997376,18089751,5,"2018-05-13T23:20:00","1900 Block Woodward AV Pittsburgh, PA 15226","N","Brookline","6","BURGLARY/NO FORCE/RES","3502 Burglary.",1917,4,5,-80.01731885,40.4047148
"8634",2907222,17064535,99,"2017-04-10T16:10:00","Highland Park Brg RAMP & Washington BL Pittsburgh, PA 15206","N","Highland Park","5",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",1106,NA,NA,0,0
"8635",3100214,19165147,5,"2019-08-19T06:30:00","7300 Block Kelly ST Pittsburgh, PA 15208","N","Homewood South","5","BURGLARY/FORCE ENT/RES","3502 Burglary. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",1303,9,2,-79.8948371053259,40.455034841235
"8636",2999132,18096263,99,"2018-05-22T16:00:00","Friendship AV & S Mathilda ST Pittsburgh, PA 15224","N","Bloomfield","5",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",809,7,2,-79.9468498,40.46246357
"8637",2930373,17139275,6,"2017-07-25T10:30:00","1000 Block Winterton ST Pittsburgh, PA 15206","N","Highland Park","5","THEFT FROM AUTO","3934 Theft from Vehicle",1106,7,2,-79.9137438982706,40.4718868441006
"8638",2828715,16082271,5,"2016-05-05T16:45:00","1300 Block Beechview AV Pittsburgh, PA 15216","N","Beechview","6","BURGLARY/FORCE ENT/RES","3502 Burglary.",1916,4,5,-80.02529919,40.4161926
"8639",2971224,18006756,6,"2018-01-11T19:07:00","3300 Block Penn AV Pittsburgh, PA 15201","N","Lower Lawrenceville","2","RETAIL THEFT (SHOPLIFTING)","3929 Retail Theft.",603,7,2,-79.96870303,40.46155919
"8640",2857165,16168187,14,"2016-09-06T16:57:00","6900 Block Hartman LANE Pittsburgh, PA 15206","Y","Lincoln-Lemington-Belmar","5","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",1201,9,2,-79.89699361,40.47437794
"8641",2914089,17086392,99,"2017-05-12T09:33:00","1400 Block Kinmount ST Pittsburgh, PA 15205","Y","Westwood","6",NA,"9496 Dead on Arrival (DOA)",2811,2,5,-80.0544500409221,40.4328084356333
"8642",3042345,18230394,5,"2018-11-22T18:30:00","900 Block Jancey ST Pittsburgh, PA 15206","N","Morningside","5","BURGLARY/FORCE ENT/RES","3502 Burglary.",1014,7,2,-79.93113938087,40.4750696527049
"8643",3086806,19117370,14,"2019-06-16T09:35:00","S Aiken AV & Ellsworth AV Pittsburgh, PA 15232","N","Shadyside","4","CRIMINAL MISCHIEF (AUTO)","3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",703,8,2,-79.9367305624815,40.4527532851623
"8644",2109878,5129430,6,"2005-07-10T22:00:00","300 Block BLVD OF THE ALLIES PITTSBURGH, PA ","N","Homewood West","2","THEFT FROM AUTO","3304 Criminal Mischief. / 3934 Theft from Vehicle",101,6,6,-80.00185334,40.43809116
"8645",2108489,5130471,99,"2005-07-07T18:30:00","ALLEGHENY COUNTY PD PITTSBURGH, PA ","Y","Outside City","OUTSIDE",NA,"9999 Miscellaneous Report (No Crime)",5599,NA,NA,0,0
"8646",2811715,16028875,99,"2016-02-17T01:23:00","3500 Block Gerber AV Pittsburgh, PA 15212","Y","Brighton Heights","1",NA,"9018 Accidental Fire",2703,1,1,-80.03341058,40.47954726
"8647",2838660,16109252,14,"2016-06-12T16:00:00","100 Block N Highland AV Pittsburgh, PA 15206","N","East Liberty","5","CRIMINAL MISCHIEF","3304 Criminal Mischief.",1115,9,2,-79.92474335,40.46142377
"8648",2852001,16154933,99,"2016-08-18T20:30:00","2900 Block Bedford AV Pittsburgh, PA 15219","N","Bedford Dwellings","2",NA,"9496 Dead on Arrival (DOA)",509,6,3,-79.96734864,40.4525547
"8649",2883294,17000646,14,"2017-01-02T00:48:00","1300 Block Bingham ST Pittsburgh, PA 15203","Y","South Side Flats","3","CRIMINAL MISCHIEF (AUTO)","5505 Public Drunkenness / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",1702,3,4,-79.9851187186535,40.4292258785047
"8650",3044898,18236121,99,"2018-12-01T07:03:00","2400 Block Chauncey DR Pittsburgh, PA 15219","N","Bedford Dwellings","2",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",509,6,3,-79.9746251357847,40.4498408057687
"8651",2908131,17073196,23,"2017-04-23T01:48:00","3700 Block Forbes AV Pittsburgh, PA 15213","Y","Central Oakland","4","PUBLIC DRUNKENESS","5505 Public Drunkenness",405,3,3,-79.9573683368055,40.4410242497158
"8652",2100764,5089621,6,"2005-05-23T09:50:00","100 Block MERIDAN ST PITTSBURGH, PA ","N","Squirrel Hill North","3","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",1901,2,5,-80.01777042,40.43747645
"8653",2906791,17068409,99,"2017-04-16T09:31:00","2100 Block Park Hill DR Pittsburgh, PA 15221","Y","East Hills","5",NA,"9129 Miscellaneous Investigation",1306,9,2,-79.8740214028157,40.4529526639559
"8654",3034351,18207701,21,"2018-10-19T20:29:00","S 14th ST & Sarah ST Pittsburgh, PA 15203","Y","South Side Flats","3","DRIVING UNDER INFLUENCE","3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%",1702,3,3,-79.98407196,40.42764576
"8655",2125484,5192357,99,"2005-09-28T16:30:00","100 Block FIELDGATE DR PITTSBURGH, PA ","N","Outside City","OUTSIDE",NA,"9999 Miscellaneous Report (No Crime)",5599,NA,NA,0,0
"8656",3093753,19142437,99,"2019-07-19T17:11:00","1000 Block Hall ST Pittsburgh, PA 15212","Y","Marshall-Shadeland","1",NA,"9498 302 (Mental)",2715,NA,NA,0,0
"8657",3002584,18108109,6,"2018-06-07T13:00:00","2000 Block West Liberty AV Pittsburgh, PA 15226","N","Beechview","6","MOTOR THEFT (OTHER)-PLATE ONLY","3934 Theft from Vehicle",1920,7,6,-79.98309271,40.45100558
"8658",2847143,16138158,23,"2016-07-25T21:34:00","Market SQ Pittsburgh, PA 15222","Y","Golden Triangle/Civic Arena","2","PUBLIC DRUNKENESS","5505 Public Drunkenness / 7513 Restriction on Alcoholic Beverages - Open Container",201,6,6,-80.00302865,40.4406135
"8659",3088825,19128443,18,"2019-06-30T21:44:00","Western AV & Fontella ST Pittsburgh, PA 15233","Y","Manchester","1","MARIJUANA-POSSESS","1501 Drivers Required to be Licensed. / 4303 General Lighting Requirements. / 13(a)(31) Marijuana: Possession Small Amount",2107,6,1,-80.0216903696953,40.4510089105301
"8660",3016176,18146948,99,"2018-08-01T09:48:00","3400 Block Forbes AV Pittsburgh, PA 15213","N","Central Oakland","4",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",405,3,3,-79.96090069,40.43841907
"8661",2127538,5201316,6,"2005-10-10T12:45:00","5800 Block BARTLETT ST PITTSBURGH, PA ","N","Squirrel Hill South","4","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",1408,5,3,-79.92276091,40.43597333
"8662",2820740,16056370,5,"2016-03-29T19:50:00","100 Block N Aiken AV Pittsburgh, PA 15224","N","Garfield","5","BURGLARY/FORCE ENT/RES","3502 Burglary.",1114,9,2,-79.93651008,40.46469258
"8663",2994620,18081270,6,"2018-05-02T07:05:00","300 Block Rochelle ST Pittsburgh, PA 15210","N","Knoxville","3","THEFT FROM AUTO","3934 Theft from Vehicle",3001,3,5,-79.99307441,40.4149833
"8664",3085365,19111862,99,"2019-06-09T03:30:00","2500 Block Churchview AV Pittsburgh, PA 15210","Y","Carrick","3",NA,"9489 Found Property",2904,4,3,-79.9790070775942,40.3859177764681
"8665",2960084,17231019,11,"2017-11-30T00:01:00","2100 Block E Carson ST Pittsburgh, PA 15203","N","South Side Flats","3","THEFT BY DECEPTION","3922 Theft by Deception.",1609,3,4,-79.9760686590274,40.4283066454717
"8666",3080359,19097203,26,"2019-05-21T18:22:00","700 Block Fairston ST Pittsburgh, PA 15204","Y","Crafton Heights","6","HARRASSMENT-OTHER","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2814,2,5,-80.0530351661468,40.4500616795528
"8667",2832153,16093648,14,"2016-05-22T08:00:00","4900 Block Harrison ST Pittsburgh, PA 15201","N","Central Lawrenceville","2","CRIMINAL MISCHIEF","3304 Criminal Mischief.",901,7,2,-79.95833171,40.47804895
"8668",2875295,16221757,14,"2016-11-26T12:00:00","2000 Block Sarah ST Pittsburgh, PA 15203","N","South Side Flats","3","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",1702,3,4,-79.97759638,40.42754186
"8669",2889578,17017617,6,"2017-01-29T07:59:00","4100 Block Windsor ST Pittsburgh, PA 15217","N","Greenfield","4","THEFT FROM AUTO","3934 Theft from Vehicle",1517,5,3,-79.9292829491932,40.4250932826301
"8670",2879208,16231269,99,"2016-12-12T08:40:00","S 18th ST & Sarah ST Pittsburgh, PA 15203","Y","South Side Flats","3",NA,"9999 Miscellaneous Report (No Crime)",1702,3,4,-79.98065191,40.42783836
"8671",2977972,18033360,99,"2018-02-21T01:46:00","Butler ST & Baker ST Pittsburgh, PA 15201","N","Morningside","5",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",1014,7,2,-79.9201957,40.48749212
"8672",2852691,16157629,18,"2016-08-22T17:42:00","2nd AV & E Elizabeth ST Pittsburgh, PA 15207","Y","Hazelwood","4","OPIUM/COCAINE/DERV-POSSESS","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant",1515,5,3,-79.94327177,40.40709103
"8673",2129780,5211358,14,"2005-10-24T11:00:00","300 Block ATWOOD ST PITTSBURGH, PA ","Y","Central Oakland","4","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",405,3,3,-79.95594514,40.43951759
"8674",2895623,17032977,99,"2017-02-22T13:30:00","2100 Block Wightman ST Pittsburgh, PA 15217","N","Squirrel Hill South","4",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1413,5,3,-79.9278632579715,40.4323811463236
"8675",2824015,16066599,5,"2016-04-13T13:50:00","1600 Block Oakhurst ST Pittsburgh, PA 15210","N","Carrick","3","BURGLARY/NO FORCE/RES","3502 Burglary.",2901,4,4,-79.99111143,40.3997655
"8676",2972569,18015357,10,"2018-01-04T18:00:00","5500 Block Stanton AV Pittsburgh, PA 15206","N","Highland Park","5","RECKLESSLY ENDANGER ANOTH PER","2705 Recklessy Endangering Another Person. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ",1102,7,2,-79.9283382,40.47225189
"8677",2890924,17020081,18,"2017-02-02T04:31:00","500 Block Mt Pleasant RD Pittsburgh, PA 15214","Y","Northview Heights","1","OPIUM/COCAINE/DERV-POSSESS","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession",2609,1,1,-80.0009662913311,40.478650565354
"8678",2864821,16193197,26,"2016-10-12T18:50:00","300 Block 6th AV Pittsburgh, PA 15222","N","Central Business District","2","PROTECTIVE ORDERS","9093 Indirect Criminal Contempt",201,6,6,-79.99945175,40.44165074
"8679",2974104,18015939,6,"2018-01-25T16:10:00","600 Block Smithfield ST Pittsburgh, PA 15222","Y","Central Business District","2","RETAIL THEFT (SHOPLIFTING)","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",201,6,6,-79.99740551,40.44152525
"8680",2825340,16071006,14,"2016-04-19T14:49:00","400 Block Mount Pleasant RD Pittsburgh, PA 15214","Y","Northview Heights","1","CRIMINAL MISCHIEF","3304 Criminal Mischief.",2609,1,1,-80.00190144,40.47982925
"8681",2957024,17221029,3,"2017-11-15T04:14:00","20 Block S 10th ST Pittsburgh, PA 15203","N","South Side Flats","3","ROBBERY/COMMERCIAL/GUN","3701 Robbery.",1702,3,4,-79.9889408864581,40.4299198972929
"8682",3003186,18108438,26,"2018-06-07T20:45:00","2000 Block Tustin ST Pittsburgh, PA 15219","Y","Bluff","2","ALL OTHER OFFENSES(EXPT TRAFF)","627.02(b)(i) Possessing a small amount of marijuana",103,6,3,-79.97766665,40.43677164
"8683",2094216,5061379,99,"2005-04-14T22:50:00","5400 Block PENN AV PITTSBURGH, PA ","N","Carrick","5",NA,"9489 Found Property",1104,9,2,-79.93641591,40.46444116
"8684",2822107,16058490,99,"2016-04-01T14:45:00","600 Block Brownsville RD Pittsburgh, PA 15210","N","Knoxville","3",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",3001,NA,NA,-79.99028853,40.41037642
"8685",2125782,5176448,10,"2005-09-07T19:00:00","400 Block S WINEBIDDLE ST PITTSBURGH, PA ","N","Bloomfield","5","HARRASSMENT/THREAT/ATTEMPT/PHY","2709 Harassment (Non-Specific)",809,7,2,-79.94365277,40.45969172
"8686",2937599,17164794,6,"2017-08-26T17:00:00","2600 Block Perrysville AV Pittsburgh, PA 15214","N","Perry South","1","THEFT/PROP-LOST/MISLAID/DEL","3921 Theft by Unlawful Taking or Disposition.",2615,6,1,-80.0084478057052,40.4711747914996
"8687",3070279,19064564,99,"2019-04-08T16:39:00","1700 Block Liberty AV Pittsburgh, PA 15222","Y","Strip District","2",NA,"9018 Accidental Fire",203,4,5,-80.0182121358891,40.4084282009384
"8688",2097640,5076122,14,"2005-05-05T20:10:00","100 Block W ELIZABETH ST PITTSBURGH, PA ","Y","Bloomfield","4","CRIMINAL MISCHIEF","3304 Criminal Mischief.",1502,5,3,-79.94494883,40.4068653
"8689",3010184,18126512,14,"2018-07-04T14:00:00","70 Block Harwood ST Pittsburgh, PA 15211","N","Mount Washington","3","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",1807,3,5,-80.00411203,40.42420129
"8690",3091612,19135704,99,"2019-07-10T11:35:00","4200 Block Post ST Pittsburgh, PA 15201","N","Central Lawrenceville","2",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",902,NA,NA,0,0
"8691",2802675,16004081,99,"2016-01-07T18:20:00","40th ST & Butler ST Pittsburgh, PA 15201","N","Lower Lawrenceville","2",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",603,7,2,-79.96229068,40.46870715
"8692",3100227,19165177,11,"2019-08-19T00:01:00","300 Block Reifert ST Pittsburgh, PA 15210","N","Knoxville","3","THEFT BY DECEPTION","3922 Theft by Deception.",3001,3,5,-79.9941345470912,40.4083959460627
"8693",2886052,17007198,26,"2017-01-12T18:19:00","700 Block Wilkinsburg AV Pittsburgh, PA 15221","N","East Hills","5","HARASSMENT/STALKING/OTHER","2709(b) Stalking / 3503 Criminal Trespass",1306,9,2,-79.8760103861229,40.4548649015283
"8694",3007394,18121895,12,"2018-06-25T22:00:00","6000 Block Centre AV Pittsburgh, PA 15206","N","Shadyside","4","THEFT-FAIL MAKE DISP FUNDS REC","3927 Theft by Failure to Make Required Disp. of Funds",708,8,2,-79.92481096,40.45976215
"8695",2085021,5024829,99,"2005-02-18T02:22:00","700 Block BROOKLINE BL PITTSBURGH, PA ","N","North Oakland","3",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1910,4,4,-80.0216923,40.39458318
"8696",2914195,17090221,99,"2017-05-17T20:16:00","600 Block Commonwealth PL Pittsburgh, PA 15222","Y","Central Business District","2",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",201,6,6,-80.0064054983526,40.4417329215433
"8697",2844881,16131585,6,"2016-07-15T17:30:00","5800 Block Forbes AV Pittsburgh, PA 15217","N","Squirrel Hill South","4","THEFT FROM AUTO","3934 Theft from Vehicle",1408,5,3,-79.92280592,40.43784637
"8698",2823902,16062130,10,"2016-04-06T21:00:00","400 Block Garner CT Pittsburgh, PA 15213","Y","Terrace Village","2","HARRASSMENT/THREAT/ATTEMPT/PHY","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2709(a)(6) Harassment Communicates Repeatedly at Extreme Hours",510,6,3,-79.96998937,40.44246529
"8699",3044389,18229808,4,"2018-11-21T18:44:00","200 Block E OHIO ST Pittsburgh, PA 15212","N","Allegheny Center","1","AGG ASSAULT/GUN/INJURY","2702 Aggravated Assault.",2204,NA,NA,0,0
"8700",3095177,19151576,10,"2019-08-01T12:50:00","1900 Block 5th AV Pittsburgh, PA 15219","N","Bluff","2","HARRASSMENT/THREAT/ATTEMPT/PHY","2709(a) Harassment.",103,2,5,-80.0520420475639,40.4359838396036
"8701",2101722,5094444,10,"2005-05-29T18:44:00","1900 Block WESTMONT AV PITTSBURGH, PA ","Y","Carrick","3","SIMPLE ASSAULT/INJURY","2701 Simple Assault.",2901,4,4,-79.98853479,40.39565108
"8702",3016688,18149423,18,"2018-08-04T17:04:00","Nadir WY & Bennett ST Pittsburgh, PA 15208","Y","Homewood South","5","OPIUM/COCAINE/DERV-POSSESS","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant",1303,9,2,-79.89719103,40.45659254
"8703",3065032,19047602,6,"2019-03-13T17:00:00","2200 Block Roswell DR Pittsburgh, PA 15205","N","","6","THEFT FROM AUTO","3304 Criminal Mischief. / 3934 Theft from Vehicle",5630,2,5,-80.0812943950814,40.4435273906533
"8704",2099767,5085681,99,"2005-05-18T08:00:00","1400 Block BRUSHTON PITTSBURGH, PA ","N","Bloomfield","5",NA,"9504 Timely Mailing Treated as Timely Filing and Payment",1305,6,1,-80.01644871,40.45591768
"8705",2819821,16052995,14,"2016-03-24T19:30:00","100 Block 47th ST Pittsburgh, PA 15201","N","Central Lawrenceville","2","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",901,7,2,-79.9613088,40.47625532
